time	 	(x, 		y, 		z	) 		 exact solution(x, 		y, 		z	)
2.30000e+00	-2.09610e+00	-2.86344e+00	3.68716e+00		2.31811e+00	-2.86343e+00	3.68716e+00
2.35000e+00	-1.72739e+00	-2.35692e+00	3.74998e+00		1.91013e+00	-2.35691e+00	3.74998e+00
2.40000e+00	-1.24964e+00	-1.96134e+00	3.81217e+00		1.40230e+00	-1.96133e+00	3.81217e+00
2.45000e+00	-6.94447e-01	-1.69889e+00	3.87374e+00		8.27919e-01	-1.69889e+00	3.87374e+00
2.50000e+00	-9.75830e-02	-1.58312e+00	3.93469e+00		2.23716e-01	-1.58312e+00	3.93469e+00
2.55000e+00	5.03328e-01	-1.61827e+00	3.99504e+00		-3.72468e-01	-1.61827e+00	3.99504e+00
2.60000e+00	1.07116e+00	-1.79917e+00	4.05479e+00		-9.24033e-01	-1.79917e+00	4.05479e+00
2.65000e+00	1.57155e+00	-2.11179e+00	4.11395e+00		-1.39785e+00	-2.11179e+00	4.11395e+00
2.70000e+00	1.97498e+00	-2.53424e+00	4.17252e+00		-1.76626e+00	-2.53424e+00	4.17252e+00
2.75000e+00	2.25851e+00	-3.03831e+00	4.23050e+00		-2.00862e+00	-3.03831e+00	4.23050e+00
2.80000e+00	2.40703e+00	-3.59129e+00	4.28791e+00		-2.11249e+00	-3.59130e+00	4.28791e+00
2.85000e+00	2.41404e+00	-4.15813e+00	4.34475e+00		-2.07421e+00	-4.15814e+00	4.34475e+00
2.90000e+00	2.28193e+00	-4.70361e+00	4.40102e+00		-1.89895e+00	-4.70361e+00	4.40102e+00
2.95000e+00	2.02159e+00	-5.19450e+00	4.45673e+00		-1.60023e+00	-5.19450e+00	4.45673e+00
3.00000e+00	1.65161e+00	-5.60164e+00	4.51188e+00		-1.19892e+00	-5.60164e+00	4.51188e+00
3.05000e+00	1.19698e+00	-5.90156e+00	4.56649e+00		-7.21777e-01	-5.90157e+00	4.56649e+00
3.10000e+00	6.87392e-01	-6.07792e+00	4.62056e+00		-1.99736e-01	-6.07792e+00	4.62056e+00
3.15000e+00	1.55367e-01	-6.12227e+00	4.67408e+00		3.34132e-01	-6.12227e+00	4.67408e+00
3.20000e+00	-3.65854e-01	-6.03450e+00	4.72708e+00		8.46677e-01	-6.03450e+00	4.72708e+00
3.25000e+00	-8.44348e-01	-5.82264e+00	4.77954e+00		1.30672e+00	-5.82264e+00	4.77954e+00
3.30000e+00	-1.25146e+00	-5.50220e+00	4.83149e+00		1.68694e+00	-5.50220e+00	4.83149e+00
3.35000e+00	-1.56350e+00	-5.09509e+00	4.88291e+00		1.96546e+00	-5.09509e+00	4.88291e+00
3.40000e+00	-1.76312e+00	-4.62814e+00	4.93383e+00		2.12714e+00	-4.62813e+00	4.93383e+00
3.45000e+00	-1.84022e+00	-4.13130e+00	4.98424e+00		2.16432e+00	-4.13130e+00	4.98424e+00
3.50000e+00	-1.79249e+00	-3.63582e+00	5.03415e+00		2.07717e+00	-3.63582e+00	5.03415e+00
3.55000e+00	-1.62535e+00	-3.17221e+00	5.08356e+00		1.87352e+00	-3.17220e+00	5.08356e+00
3.60000e+00	-1.35145e+00	-2.76842e+00	5.13248e+00		1.56824e+00	-2.76842e+00	5.13248e+00
3.65000e+00	-9.89795e-01	-2.44816e+00	5.18091e+00		1.18217e+00	-2.44816e+00	5.18091e+00
3.70000e+00	-5.64431e-01	-2.22954e+00	5.22886e+00		7.40702e-01	-2.22954e+00	5.22886e+00
3.75000e+00	-1.02841e-01	-2.12400e+00	5.27633e+00		2.72157e-01	-2.12400e+00	5.27633e+00
3.80000e+00	3.65800e-01	-2.13583e+00	5.32334e+00		-1.94041e-01	-2.13583e+00	5.32334e+00
3.85000e+00	8.12456e-01	-2.26197e+00	5.36987e+00		-6.29195e-01	-2.26197e+00	5.36987e+00
3.90000e+00	1.21002e+00	-2.49237e+00	5.41594e+00		-1.00709e+00	-2.49237e+00	5.41594e+00
3.95000e+00	1.53497e+00	-2.81077e+00	5.46155e+00		-1.30556e+00	-2.81078e+00	5.46155e+00
4.00000e+00	1.76868e+00	-3.19580e+00	5.50671e+00		-1.50778e+00	-3.19580e+00	5.50671e+00
4.05000e+00	1.89857e+00	-3.62239e+00	5.55142e+00		-1.60318e+00	-3.62239e+00	5.55142e+00
4.10000e+00	1.91868e+00	-4.06342e+00	5.59568e+00		-1.58799e+00	-4.06342e+00	5.59568e+00
4.15000e+00	1.82994e+00	-4.49141e+00	5.63951e+00		-1.46535e+00	-4.49142e+00	5.63951e+00
4.20000e+00	1.63998e+00	-4.88024e+00	5.68289e+00		-1.24495e+00	-4.88024e+00	5.68289e+00
4.25000e+00	1.36252e+00	-5.20670e+00	5.72585e+00		-9.42296e-01	-5.20670e+00	5.72585e+00
4.30000e+00	1.01640e+00	-5.45191e+00	5.76838e+00		-5.77692e-01	-5.45191e+00	5.76838e+00
4.35000e+00	6.24311e-01	-5.60234e+00	5.81048e+00		-1.74841e-01	-5.60234e+00	5.81048e+00
4.40000e+00	2.11343e-01	-5.65061e+00	5.85217e+00		2.40663e-01	-5.65061e+00	5.85217e+00
4.45000e+00	-1.96629e-01	-5.59577e+00	5.89344e+00		6.42950e-01	-5.59576e+00	5.89344e+00
4.50000e+00	-5.74549e-01	-5.44322e+00	5.93430e+00		1.00748e+00	-5.44322e+00	5.93430e+00
4.55000e+00	-8.99714e-01	-5.20432e+00	5.97476e+00		1.31252e+00	-5.20432e+00	5.97476e+00
4.60000e+00	-1.15312e+00	-4.89550e+00	6.01481e+00		1.54045e+00	-4.89550e+00	6.01481e+00
4.65000e+00	-1.32056e+00	-4.53720e+00	6.05446e+00		1.67874e+00	-4.53719e+00	6.05446e+00
4.70000e+00	-1.39342e+00	-4.15247e+00	6.09372e+00		1.72063e+00	-4.15246e+00	6.09372e+00
4.75000e+00	-1.36907e+00	-3.76556e+00	6.13259e+00		1.66546e+00	-3.76556e+00	6.13259e+00
4.80000e+00	-1.25095e+00	-3.40038e+00	6.17107e+00		1.51854e+00	-3.40038e+00	6.17107e+00
4.85000e+00	-1.04818e+00	-3.07900e+00	6.20917e+00		1.29076e+00	-3.07900e+00	6.20917e+00
4.90000e+00	-7.74961e-01	-2.82038e+00	6.24689e+00		9.97751e-01	-2.82038e+00	6.24689e+00
4.95000e+00	-4.49519e-01	-2.63922e+00	6.28423e+00		6.58878e-01	-2.63922e+00	6.28423e+00
5.00000e+00	-9.29563e-02	-2.54515e+00	6.32121e+00		2.95942e-01	-2.54515e+00	6.32121e+00

...and done!
