0.00000e+00	0.00000e+00	0.00000e+00	0.00000e+00	
1.00000e-02	1.99716e-01	-5.00229e-03	1.99800e-02	
2.00000e-02	3.98534e-01	-1.99500e-02	3.99200e-02	
3.00000e-02	5.95961e-01	-4.47660e-02	5.98202e-02	
4.00000e-02	7.91508e-01	-7.93488e-02	7.96807e-02	
5.00000e-02	9.84696e-01	-1.23573e-01	9.95015e-02	
6.00000e-02	1.17505e+00	-1.77290e-01	1.19283e-01	
7.00000e-02	1.36211e+00	-2.40326e-01	1.39024e-01	
8.00000e-02	1.54541e+00	-3.12489e-01	1.58726e-01	
9.00000e-02	1.72452e+00	-3.93560e-01	1.78389e-01	
1.00000e-01	1.89901e+00	-4.83301e-01	1.98013e-01	
1.10000e-01	2.06845e+00	-5.81455e-01	2.17597e-01	
1.20000e-01	2.23244e+00	-6.87741e-01	2.37142e-01	
1.30000e-01	2.39061e+00	-8.01861e-01	2.56649e-01	
1.40000e-01	2.54256e+00	-9.23500e-01	2.76116e-01	
1.50000e-01	2.68796e+00	-1.05232e+00	2.95544e-01	
1.60000e-01	2.82646e+00	-1.18798e+00	3.14934e-01	
1.70000e-01	2.95774e+00	-1.33011e+00	3.34284e-01	
1.80000e-01	3.08150e+00	-1.47832e+00	3.53596e-01	
1.90000e-01	3.19747e+00	-1.63222e+00	3.72870e-01	
2.00000e-01	3.30539e+00	-1.79141e+00	3.92105e-01	
2.10000e-01	3.40502e+00	-1.95546e+00	4.11301e-01	
2.20000e-01	3.49614e+00	-2.12395e+00	4.30460e-01	
2.30000e-01	3.57856e+00	-2.29644e+00	4.49579e-01	
2.40000e-01	3.65211e+00	-2.47248e+00	4.68661e-01	
2.50000e-01	3.71664e+00	-2.65162e+00	4.87705e-01	
2.60000e-01	3.77203e+00	-2.83339e+00	5.06710e-01	
2.70000e-01	3.81816e+00	-3.01733e+00	5.25678e-01	
2.80000e-01	3.85498e+00	-3.20298e+00	5.44608e-01	
2.90000e-01	3.88241e+00	-3.38986e+00	5.63499e-01	
3.00000e-01	3.90044e+00	-3.57751e+00	5.82354e-01	
3.10000e-01	3.90904e+00	-3.76544e+00	6.01170e-01	
3.20000e-01	3.90825e+00	-3.95319e+00	6.19949e-01	
3.30000e-01	3.89809e+00	-4.14030e+00	6.38690e-01	
3.40000e-01	3.87863e+00	-4.32629e+00	6.57394e-01	
3.50000e-01	3.84996e+00	-4.51070e+00	6.76060e-01	
3.60000e-01	3.81218e+00	-4.69308e+00	6.94690e-01	
3.70000e-01	3.76543e+00	-4.87299e+00	7.13282e-01	
3.80000e-01	3.70986e+00	-5.04998e+00	7.31837e-01	
3.90000e-01	3.64564e+00	-5.22363e+00	7.50354e-01	
4.00000e-01	3.57296e+00	-5.39351e+00	7.68835e-01	
4.10000e-01	3.49205e+00	-5.55921e+00	7.87279e-01	
