0.2 9.99953e-01
0.1 9.17660e-01
0.05 6.50624e-01
0.025 3.86940e-01
0.01 1.71433e-01
0.005 8.86514e-02
0.0025 4.50745e-02
0.001 1.82114e-02
0.0001.83211e-03
0.00001 1.83321e-04
0.000001 1.83318e-05

