0.2  4.41267e-06
0.1 4.24830e-06
0.05 4.13429e-06
0.025 4.04977e-06
0.01 1.20016e-07
0.005 7.50484e-09
0.0025 4.69219e-10
0.001 1.20194e-11
0.0001 2.60982e-13
0.00001 7.87346e-13
0.000001 1.67323e-12
